timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z,blink_is_blinking,blink_hz,blink_phase,target_color,target_blinking,target_match
1783452593.578,1,red,0.0036,0.8039,0.3636,0.0000,0.6364,0.0000,0.8833,0,312,240,638,1,,,,,,unknown,red,True,False
1783452594.830,2,red,0.0035,0.8007,0.3810,0.0000,0.6190,0.0000,0.8817,0,312,240,638,1,,,,,,unknown,red,True,False
1783452595.888,3,red,0.0035,0.7963,0.3810,0.0000,0.6190,0.0000,0.8944,0,310,245,638,1,,,,,,unknown,red,True,False
1783452597.308,4,red,0.0035,0.7947,0.3636,0.0000,0.6364,0.0000,0.9086,0,309,241,639,1,,,,True,0.850,on,red,True,True
1783452598.534,5,red,0.0035,0.8004,0.3810,0.0000,0.6190,0.0000,0.8902,0,311,242,639,1,,,,True,0.800,on,red,True,True
1783452599.771,6,red,0.0035,0.8030,0.3810,0.0000,0.6190,0.0000,0.9035,0,310,241,639,1,,,,True,0.810,on,red,True,True
1783452600.967,7,red,0.0038,0.7969,0.3478,0.0000,0.6522,0.0000,0.8863,0,311,242,639,1,,,,True,0.800,on,red,True,True
1783452602.181,8,red,0.0034,0.8071,0.3810,0.0000,0.6190,0.0000,0.9102,0,309,239,640,1,,,,True,0.820,on,red,True,True
1783452603.362,9,red,0.0041,0.7943,0.4231,0.0000,0.5769,0.0000,0.9110,0,308,241,640,1,,,,True,0.800,on,red,True,True
1783452604.638,10,red,0.0037,0.7951,0.3478,0.0000,0.6522,0.0000,0.9111,0,308,243,640,1,,,,True,0.820,on,red,True,True
1783452605.983,11,red,0.0035,0.7950,0.3810,0.0000,0.6190,0.0000,0.9006,0,311,247,640,1,,,,True,0.820,on,red,True,True
1783452607.120,12,red,0.0038,0.7923,0.3478,0.0000,0.6522,0.0000,0.9119,0,310,241,639,1,,,,True,0.810,on,red,True,True
1783452608.496,13,red,0.0038,0.7891,0.3478,0.0000,0.6522,0.0000,0.9074,0,311,244,640,1,,,,True,0.810,on,red,True,True
1783452609.952,14,red,0.0035,0.7908,0.3810,0.0000,0.6190,0.0000,0.9050,0,310,245,639,1,,,,True,0.790,on,red,True,True
1783452611.163,15,red,0.0037,0.7853,0.3478,0.0000,0.6522,0.0000,0.9140,0,309,244,640,1,,,,True,0.760,on,red,True,True
1783452612.487,16,red,0.0038,0.7974,0.3478,0.0000,0.6522,0.0000,0.8505,0,311,236,638,1,,,,True,0.770,on,red,True,True
1783452613.770,17,red,0.0036,0.8103,0.3810,0.0000,0.6190,0.0000,0.8726,0,314,241,637,1,,,,True,0.760,on,red,True,True
1783452615.036,18,red,0.0036,0.8114,0.3810,0.0000,0.6190,0.0000,0.8702,0,315,240,637,1,,,,True,0.760,on,red,True,True
1783452616.343,19,white,0.3195,0.9812,0.0000,0.0000,0.0000,0.0000,0.9116,1,307,245,637,1,-35.1786,41.4286,40.0000,False,,on,red,True,False
1783452617.681,20,white,0.3245,0.9772,0.0000,0.0000,0.0000,0.0000,0.8884,40,310,292,630,1,-22.6875,33.8839,33.0000,True,0.750,on,red,True,False
1783452619.041,21,red,0.0249,0.7148,0.9920,0.0004,0.0076,0.0000,0.9119,228,297,534,609,-1,11.1652,38.9866,41.0000,,,unknown,red,True,False
1783452620.527,22,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9137,342,310,604,574,2,,,,,,unknown,red,True,False
1783452621.952,23,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8867,371,315,602,561,2,,,,,,unknown,red,True,False
1783452623.477,24,white,0.1223,0.9504,0.0000,0.0000,0.0000,0.0000,0.8043,378,314,571,554,2,37.1250,46.7679,54.0000,,,unknown,red,True,False
1783452624.940,25,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8764,377,316,599,554,2,,,,,,unknown,red,True,False
1783452626.573,26,white,0.1042,0.9547,0.0000,0.0000,0.0000,0.0000,0.8650,377,315,604,554,2,,,,True,0.330,on,red,True,False
1783452628.126,27,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6308,376,314,606,554,2,,,,True,0.330,off,red,True,False
