timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z,blink_is_blinking,blink_hz,blink_phase,target_color,target_blinking,target_match
1783454227.628,31,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9297,436,533,542,623,-1,,,,,,unknown,green,True,False
1783454229.016,32,green,0.2705,0.7089,0.0000,1.0000,0.0000,0.0000,0.8823,401,468,504,553,-1,,,,,,unknown,green,True,False
1783454230.259,33,green,0.2500,0.7041,0.0000,1.0000,0.0000,0.0000,0.8886,500,456,583,526,-1,,,,,,unknown,green,True,False
1783454231.801,34,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8772,403,657,499,730,-1,,,,True,0.730,off,green,True,False
1783454233.306,35,green,0.1134,0.6539,0.0000,1.0000,0.0000,0.0000,0.8991,369,481,447,552,4,,,,,,unknown,green,True,False
1783454235.701,38,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6769,405,435,472,496,4,,,,,,unknown,green,True,False
1783454238.423,42,green,0.0308,0.6366,0.0000,1.0000,0.0000,0.0000,0.6839,494,436,562,498,4,,,,False,,on,green,True,False
1783454239.812,43,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5075,555,478,625,542,4,,,,False,,off,green,True,False
1783454241.113,44,green,0.0798,0.6433,0.0000,1.0000,0.0000,0.0000,0.5060,535,471,612,536,4,,,,True,0.370,on,green,True,True
1783454243.445,47,green,0.0577,0.6490,0.0000,1.0000,0.0000,0.0000,0.6552,524,467,597,530,4,,,,True,0.410,on,green,True,True
1783454245.228,49,green,0.0625,0.6485,0.0000,1.0000,0.0000,0.0000,0.7134,524,465,597,530,4,,,,True,0.480,on,green,True,True
1783454246.705,50,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7331,533,454,603,519,4,,,,True,0.480,off,green,True,False
1783454248.153,51,green,0.1134,0.6655,0.0000,1.0000,0.0000,0.0000,0.6550,538,458,610,522,4,,,,True,0.430,on,green,True,True
1783454249.442,52,green,0.0840,0.6424,0.0000,1.0000,0.0000,0.0000,0.7767,540,456,614,521,4,,,,True,0.480,on,green,True,True
1783454250.756,53,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7519,542,456,616,522,4,,,,True,0.480,off,green,True,False
1783454252.147,54,green,0.1116,0.6604,0.0000,1.0000,0.0000,0.0000,0.8009,532,452,605,516,4,,,,True,0.500,on,green,True,True
1783454253.523,55,green,0.0595,0.6486,0.0000,1.0000,0.0000,0.0000,0.7341,536,451,609,517,4,,,,True,0.550,on,green,True,True
1783454254.979,56,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6982,558,499,632,566,4,,,,True,0.500,off,green,True,False
1783454256.148,57,green,0.1641,0.6770,0.0000,1.0000,0.0000,0.0000,0.8926,581,605,683,687,-1,,,,,,unknown,green,True,False
1783454257.443,58,green,0.2575,0.7073,0.0000,1.0000,0.0000,0.0000,0.5816,407,636,499,705,-1,16.6250,53.7500,28.0000,,,unknown,green,True,False
1783454258.679,59,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9502,407,652,551,761,-1,73.8214,216.3571,104.0000,,,unknown,green,True,False
1783454259.611,60,green,0.3828,0.7868,0.0000,1.0000,0.0000,0.0000,0.8090,389,690,542,768,-1,54.3750,183.3750,84.0000,,,unknown,green,True,False
1783454264.311,68,green,0.0133,0.9120,0.0000,0.6972,0.3028,0.0000,0.6436,924,660,1023,768,-1,,,,True,0.290,on,green,True,True
1783454285.533,114,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9135,470,671,613,768,-1,97.6741,211.7009,99.0000,,,unknown,green,True,False
1783454286.778,115,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6482,477,629,599,729,-1,109.9732,221.4598,113.0000,,,unknown,green,True,False
1783454288.124,116,green,0.3807,0.8185,0.0000,1.0000,0.0000,0.0000,0.9340,506,625,628,725,11,129.0134,227.2098,117.0000,,,unknown,green,True,False
1783454289.474,117,green,0.3618,0.7750,0.0000,1.0000,0.0000,0.0000,0.7843,476,611,597,708,11,,,,,,unknown,green,True,False
1783454290.863,118,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9299,471,606,591,704,11,,,,,,unknown,green,True,False
1783454291.946,119,green,0.3477,0.7847,0.0000,1.0000,0.0000,0.0000,0.9336,462,598,582,699,11,111.8214,225.8571,124.0000,True,0.370,on,green,True,True
1783454293.270,120,green,0.3538,0.7769,0.0000,1.0000,0.0000,0.0000,0.9378,461,603,579,703,11,,,,True,0.520,on,green,True,True
1783454294.627,121,green,0.3333,0.7673,0.0000,1.0000,0.0000,0.0000,0.9344,461,601,579,701,11,,,,True,0.580,on,green,True,True
1783454295.886,122,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9495,455,605,574,704,11,,,,True,0.580,off,green,True,False
1783454297.312,123,green,0.3378,0.7737,0.0000,1.0000,0.0000,0.0000,0.9440,455,603,573,702,11,,,,True,0.590,on,green,True,True
1783454298.744,124,green,0.2503,0.7149,0.0000,1.0000,0.0000,0.0000,0.8950,287,540,395,651,11,12.2812,207.6116,131.0000,True,0.620,on,green,True,True
