timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z,blink_is_blinking,blink_hz,blink_phase,target_color,target_blinking,target_match
1782948252.235,50,green,0.2857,0.8969,0.0000,1.0000,0.0000,0.0000,0.6393,431,392,464,420,-1,,,,,,unknown,green,True,False
1782948253.274,51,green,0.0138,0.8105,0.0000,1.0000,0.0000,0.0000,0.6871,432,466,467,497,-1,,,,,,unknown,green,True,False
1782948254.421,52,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6961,432,526,469,557,-1,,,,,,unknown,green,True,False
1782948255.676,53,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6917,434,492,470,524,3,,,,,,unknown,green,True,False
1782948256.890,54,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7867,430,479,468,512,3,,,,,,unknown,green,True,False
1782948258.175,55,green,0.2698,0.8309,0.0000,1.0000,0.0000,0.0000,0.6149,421,543,462,578,3,,,,,,unknown,green,True,False
1782948259.299,56,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7630,401,667,446,705,-1,,,,False,,off,green,True,False
1782948260.960,58,green,0.3778,0.8753,0.0000,1.0000,0.0000,0.0000,0.6838,537,619,584,660,-1,,,,False,,on,green,True,False
1782948262.578,60,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7781,535,644,588,693,-1,,,,False,,off,green,True,False
1782948288.021,117,green,0.0179,0.8305,0.0000,1.0000,0.0000,0.0000,0.7913,430,657,479,697,-1,,,,,,unknown,green,True,False
1782948289.642,119,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5832,445,640,487,676,-1,,,,,,unknown,green,True,False
1782948292.670,124,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5164,440,622,485,661,-1,,,,,,unknown,green,True,False
1782948293.883,125,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5353,436,626,479,665,9,,,,,,unknown,green,True,False
1782948295.009,126,green,0.0167,0.8758,0.0000,1.0000,0.0000,0.0000,0.6570,463,537,503,573,-1,,,,False,,on,green,True,False
1782948297.970,131,green,0.0135,0.8943,0.0476,0.9524,0.0000,0.0000,0.5522,330,576,372,613,-1,,,,False,,on,green,True,False
1782948299.537,133,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6604,342,585,381,620,-1,,,,False,,off,green,True,False
1782948303.068,140,green,0.4490,0.8848,0.0000,1.0000,0.0000,0.0000,0.7243,368,562,407,597,-1,,,,True,0.200,on,green,True,True
1782948304.566,142,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6499,364,555,406,593,-1,,,,False,,off,green,True,False
1782948306.096,144,green,0.3457,0.8920,0.0000,1.0000,0.0000,0.0000,0.5968,336,648,381,686,-1,,,,True,0.320,on,green,True,True
1782948308.094,147,green,0.3667,0.8738,0.0000,1.0000,0.0000,0.0000,0.7420,253,691,310,736,-1,,,,True,0.510,on,green,True,True
1782948309.131,148,green,0.3929,0.8707,0.0000,1.0000,0.0000,0.0000,0.6393,291,694,352,740,-1,,,,True,0.650,on,green,True,True
1782948310.173,149,green,0.4077,0.8969,0.0000,1.0000,0.0000,0.0000,0.7623,346,701,407,749,-1,,,,True,0.740,on,green,True,True
1782948311.234,150,green,0.3333,0.8781,0.0000,1.0000,0.0000,0.0000,0.6661,471,725,535,767,-1,,,,True,0.780,on,green,True,True
1782948312.197,151,green,0.4250,0.9014,0.0000,1.0000,0.0000,0.0000,0.6457,440,726,504,768,19,,,,,,unknown,green,True,False
1782948313.703,153,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7359,444,715,509,761,19,,,,,,unknown,green,True,False
1782948314.755,154,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7432,445,685,514,734,19,,,,,,unknown,green,True,False
1782948323.217,172,green,0.3750,0.9012,0.0000,1.0000,0.0000,0.0000,0.7119,635,683,687,730,-1,,,,,,unknown,green,True,False
1782948332.454,192,green,0.3667,0.8718,0.0000,1.0000,0.0000,0.0000,0.5769,508,640,555,680,-1,,,,,,unknown,green,True,False
1782948333.445,193,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5075,479,640,527,682,-1,,,,,,unknown,green,True,False
1782948342.946,214,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5357,898,608,945,650,-1,,,,,,unknown,green,True,False
1782948349.418,228,green,0.3077,0.8325,0.0000,1.0000,0.0000,0.0000,0.8072,304,660,354,701,-1,,,,,,unknown,green,True,False
1782948350.604,229,green,0.3273,0.8734,0.0000,1.0000,0.0000,0.0000,0.7251,257,694,308,736,24,,,,,,unknown,green,True,False
1782948352.090,231,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7203,280,623,326,664,24,,,,,,unknown,green,True,False
1782948353.308,232,green,0.2963,0.8107,0.0000,1.0000,0.0000,0.0000,0.5719,287,711,333,750,24,,,,,,unknown,green,True,False
1782948354.453,233,green,0.0134,0.8688,0.0000,1.0000,0.0000,0.0000,0.5908,242,622,288,661,-1,,,,,,unknown,green,True,False
1782948355.966,235,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5065,550,704,599,743,-1,,,,False,,off,green,True,False
1782948357.110,236,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6702,578,709,622,746,-1,,,,False,,off,green,True,False
1782948358.428,238,green,0.0130,0.8547,0.0000,1.0000,0.0000,0.0000,0.5074,552,720,596,755,-1,,,,,,unknown,green,True,False
1782948361.267,243,green,0.0129,0.8389,0.0000,1.0000,0.0000,0.0000,0.5418,560,725,607,763,-1,,,,False,,on,green,True,False
1782948363.533,247,green,0.2407,0.7489,0.0000,1.0000,0.0000,0.0000,0.6080,539,713,580,748,-1,,,,True,0.400,on,green,True,True
1782948364.740,248,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5127,540,704,583,741,30,,,,,,unknown,green,True,False
1782948365.789,249,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7336,553,693,598,729,30,,,,,,unknown,green,True,False
1782948367.019,250,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7542,552,693,597,728,30,,,,,,unknown,green,True,False
1782948368.190,251,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6628,568,686,616,724,30,,,,,,unknown,green,True,False
1782948369.305,252,green,0.2812,0.8360,0.0000,1.0000,0.0000,0.0000,0.7078,586,704,631,742,30,,,,,,unknown,green,True,False
1782948370.948,254,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5599,39,626,79,663,-1,,,,,,unknown,green,True,False
1782948372.042,255,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7310,47,601,88,638,-1,,,,,,unknown,green,True,False
