timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z,blink_is_blinking,blink_hz,blink_phase,target_color,target_blinking,target_match
1782948763.498,35,red,0.0298,0.8504,1.0000,0.0000,0.0000,0.0000,0.7036,528,380,558,408,-1,,,,,,unknown,red,False,False
1782948764.873,36,red,0.0232,0.8867,1.0000,0.0000,0.0000,0.0000,0.7636,528,454,563,486,-1,,,,,,unknown,red,False,False
1782948766.116,37,red,0.0221,0.8900,1.0000,0.0000,0.0000,0.0000,0.7054,523,483,557,515,-1,,,,,,unknown,red,False,False
1782948768.970,42,red,0.0191,0.8219,1.0000,0.0000,0.0000,0.0000,0.8283,535,637,571,669,-1,,,,True,0.470,on,red,False,False
1782948770.265,43,red,0.0216,0.8331,1.0000,0.0000,0.0000,0.0000,0.7113,530,462,565,495,4,,,,,,unknown,red,False,False
1782948771.507,44,red,0.0141,0.8519,1.0000,0.0000,0.0000,0.0000,0.5545,532,503,573,541,-1,,,,True,0.440,on,red,False,False
1782948773.542,47,red,0.0222,0.8476,1.0000,0.0000,0.0000,0.0000,0.5283,534,500,578,541,-1,,,,True,0.440,on,red,False,False
1782948782.077,65,red,0.2000,0.7253,1.0000,0.0000,0.0000,0.0000,0.7275,636,666,693,713,-1,,,,,,unknown,red,False,False
1782948783.261,66,red,0.2250,0.7274,1.0000,0.0000,0.0000,0.0000,0.8173,292,675,350,721,-1,,,,,,unknown,red,False,False
1782948784.689,68,red,0.2424,0.7557,1.0000,0.0000,0.0000,0.0000,0.7219,297,617,352,660,-1,,,,,,unknown,red,False,False
1782948785.813,69,red,0.2130,0.7797,1.0000,0.0000,0.0000,0.0000,0.8097,325,561,373,601,-1,,,,,,unknown,red,False,False
1782948787.087,70,red,0.1778,0.8105,1.0000,0.0000,0.0000,0.0000,0.6079,289,589,340,633,10,,,,,,unknown,red,False,False
1782948788.108,71,red,0.2540,0.7564,1.0000,0.0000,0.0000,0.0000,0.6931,244,567,291,606,-1,,,,True,0.600,on,red,False,False
1782948789.365,72,red,0.0889,0.7534,1.0000,0.0000,0.0000,0.0000,0.7530,270,613,317,650,11,,,,,,unknown,red,False,False
1782948790.957,74,red,0.0781,0.7263,1.0000,0.0000,0.0000,0.0000,0.6024,279,667,322,704,-1,,,,True,0.490,on,red,False,False
1782948792.012,75,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7226,271,670,319,710,12,,,,,,unknown,red,False,False
1782948793.357,76,red,0.0889,0.7338,1.0000,0.0000,0.0000,0.0000,0.7776,265,676,316,718,12,,,,,,unknown,red,False,False
1782948794.566,77,red,0.1414,0.7216,1.0000,0.0000,0.0000,0.0000,0.8024,258,621,307,663,-1,,,,True,0.290,on,red,False,False
1782948795.809,78,red,0.1818,0.7561,1.0000,0.0000,0.0000,0.0000,0.7805,241,601,294,646,13,,,,,,unknown,red,False,False
1782948797.153,79,red,0.1616,0.7797,1.0000,0.0000,0.0000,0.0000,0.8221,211,517,260,565,13,,,,,,unknown,red,False,False
1782948798.317,80,red,0.2424,0.7641,1.0000,0.0000,0.0000,0.0000,0.7721,320,579,373,623,-1,,,,True,0.260,on,red,False,False
1782948799.418,81,red,0.2727,0.7567,1.0000,0.0000,0.0000,0.0000,0.8343,384,565,438,608,-1,,,,True,0.830,on,red,False,False
1782948800.552,82,red,0.2870,0.7436,1.0000,0.0000,0.0000,0.0000,0.5460,460,585,517,631,-1,,,,True,0.870,on,red,False,False
1782948801.689,83,red,0.0171,0.7674,1.0000,0.0000,0.0000,0.0000,0.5080,602,546,648,588,-1,,,,True,0.880,on,red,False,False
1782948808.984,99,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7986,629,660,679,701,-1,24.6027,32.4107,16.5000,,,unknown,red,False,False
1782948810.313,100,red,0.2667,0.7562,1.0000,0.0000,0.0000,0.0000,0.7914,625,662,674,704,18,,,,,,unknown,red,False,False
1782948811.565,101,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7751,638,668,691,712,18,,,,,,unknown,red,False,False
1782948812.767,102,red,0.2000,0.6858,1.0000,0.0000,0.0000,0.0000,0.7199,639,687,702,738,18,,,,,,unknown,red,False,False
1782948813.846,103,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6120,644,667,706,716,18,,,,,,unknown,red,False,False
1782948830.546,139,red,0.0248,0.8919,1.0000,0.0000,0.0000,0.0000,0.6636,254,723,313,766,-1,,,,,,unknown,red,False,False
1782948833.143,143,red,0.5308,0.8751,1.0000,0.0000,0.0000,0.0000,0.6104,627,721,687,767,-1,,,,,,unknown,red,False,False
1782948835.507,147,red,0.3636,0.8987,1.0000,0.0000,0.0000,0.0000,0.7173,641,701,693,746,-1,,,,True,0.430,on,red,False,False
1782948836.721,148,red,0.4691,0.9143,1.0000,0.0000,0.0000,0.0000,0.7441,442,651,495,694,-1,,,,True,0.580,on,red,False,False
1782948838.254,150,red,0.3535,0.8853,1.0000,0.0000,0.0000,0.0000,0.5890,632,665,682,709,-1,,,,True,0.580,on,red,False,False
1782948839.458,151,red,0.4691,0.8889,1.0000,0.0000,0.0000,0.0000,0.7735,609,672,658,718,23,,,,,,unknown,red,False,False
1782948841.354,154,red,0.0184,0.8862,1.0000,0.0000,0.0000,0.0000,0.6565,801,574,849,616,-1,,,,True,0.510,on,red,False,False
1782948858.509,192,red,0.0133,0.8157,1.0000,0.0000,0.0000,0.0000,0.6361,899,618,949,663,-1,,,,,,unknown,red,False,False
1782948868.877,215,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5976,953,611,1012,665,-1,,,,,,unknown,red,False,False
1782948883.389,248,red,0.0154,0.8346,1.0000,0.0000,0.0000,0.0000,0.6323,882,612,927,651,-1,,,,,,unknown,red,False,False
1782948884.571,249,red,0.0140,0.8349,1.0000,0.0000,0.0000,0.0000,0.5352,888,593,934,635,27,,,,,,unknown,red,False,False
1782948888.246,256,red,0.0113,0.9353,1.0000,0.0000,0.0000,0.0000,0.5891,727,582,770,619,-1,,,,,,unknown,red,False,False
1782948890.197,259,red,0.0178,0.8142,1.0000,0.0000,0.0000,0.0000,0.6974,817,555,855,589,-1,,,,False,,on,red,False,True
1782948892.604,263,red,0.0105,0.9591,1.0000,0.0000,0.0000,0.0000,0.6318,573,526,614,563,-1,,,,,,unknown,red,False,False
1782948893.729,264,red,0.0116,0.9205,1.0000,0.0000,0.0000,0.0000,0.5206,553,523,596,561,30,,,,,,unknown,red,False,False
1782948895.281,266,red,0.0172,0.8742,1.0000,0.0000,0.0000,0.0000,0.6009,606,524,647,558,-1,,,,True,0.400,on,red,False,False
1782948896.445,267,red,0.0175,0.8939,1.0000,0.0000,0.0000,0.0000,0.6947,665,515,702,549,-1,,,,True,0.490,on,red,False,False
1782948897.527,268,red,0.0188,0.8653,1.0000,0.0000,0.0000,0.0000,0.6078,656,535,692,569,32,,,,,,unknown,red,False,False
1782948899.656,271,red,0.0158,0.8864,1.0000,0.0000,0.0000,0.0000,0.5815,662,543,703,580,32,,,,,,unknown,red,False,False
1782948901.528,274,red,0.0209,0.8553,1.0000,0.0000,0.0000,0.0000,0.5225,682,531,720,565,32,,,,,,unknown,red,False,False
1782948902.883,275,red,0.0242,0.8284,1.0000,0.0000,0.0000,0.0000,0.6807,692,492,727,525,32,,,,True,0.630,on,red,False,False
1782948904.017,276,red,0.0223,0.8249,1.0000,0.0000,0.0000,0.0000,0.7941,702,485,737,517,32,,,,True,0.670,on,red,False,False
1782948905.243,277,red,0.0221,0.8918,1.0000,0.0000,0.0000,0.0000,0.7234,704,466,738,498,32,,,,True,0.710,on,red,False,False
1782948906.522,278,red,0.0262,0.8425,1.0000,0.0000,0.0000,0.0000,0.7250,710,438,742,469,32,,,,True,0.830,on,red,False,False
1782948907.671,279,red,0.0218,0.8573,1.0000,0.0000,0.0000,0.0000,0.6558,709,384,743,415,-1,,,,,,unknown,red,False,False
1782948908.900,280,red,0.0172,0.9554,1.0000,0.0000,0.0000,0.0000,0.5410,725,379,757,408,33,,,,,,unknown,red,False,False
1782948910.210,281,red,0.0210,0.8781,1.0000,0.0000,0.0000,0.0000,0.5902,717,389,752,419,33,,,,,,unknown,red,False,False
1782948911.523,282,red,0.0184,0.8108,1.0000,0.0000,0.0000,0.0000,0.5358,732,365,771,404,33,,,,,,unknown,red,False,False
