timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z,blink_is_blinking,blink_hz,blink_phase,target_color,target_blinking,target_match
1783454631.675,1,green,0.2796,0.7078,0.0000,1.0000,0.0000,0.0000,0.9349,518,491,642,598,1,165.9821,194.0714,143.0000,,,unknown,green,False,False
1783454633.087,2,green,0.2340,0.6961,0.0000,1.0000,0.0000,0.0000,0.9409,533,451,648,550,1,198.8839,191.5179,165.0000,,,unknown,green,False,False
1783454634.538,3,green,0.2544,0.6999,0.0000,1.0000,0.0000,0.0000,0.9015,574,445,681,533,1,,,,,,unknown,green,False,False
1783454635.873,4,green,0.1524,0.6757,0.0000,1.0000,0.0000,0.0000,0.8092,676,427,764,514,1,,,,True,0.710,on,green,False,False
1783454637.129,5,green,0.1298,0.6658,0.0000,1.0000,0.0000,0.0000,0.8013,558,422,641,494,-1,,,,,,unknown,green,False,False
1783454638.593,6,green,0.1053,0.6548,0.0000,1.0000,0.0000,0.0000,0.8195,443,429,520,499,2,,,,,,unknown,green,False,False
1783454639.811,7,green,0.0714,0.6484,0.0000,1.0000,0.0000,0.0000,0.8795,436,453,516,524,2,,,,,,unknown,green,False,False
1783454641.281,8,green,0.0714,0.6416,0.0000,1.0000,0.0000,0.0000,0.9055,424,452,507,521,2,,,,,,unknown,green,False,False
1783454642.529,9,green,0.0714,0.6386,0.0000,1.0000,0.0000,0.0000,0.8138,425,462,505,532,2,,,,True,0.740,on,green,False,False
1783454643.859,10,green,0.0556,0.6370,0.0000,1.0000,0.0000,0.0000,0.8797,451,457,531,525,2,,,,True,0.760,on,green,False,False
1783454645.241,11,green,0.0452,0.6361,0.0000,1.0000,0.0000,0.0000,0.8956,432,437,508,500,2,,,,True,0.760,on,green,False,False
1783454646.552,12,green,0.0226,0.6337,0.0000,1.0000,0.0000,0.0000,0.7991,386,376,456,444,2,,,,True,0.750,on,green,False,False
1783454647.939,13,green,0.1154,0.6551,0.0000,1.0000,0.0000,0.0000,0.8092,435,378,514,440,2,,,,True,0.750,on,green,False,False
1783454649.308,14,green,0.1681,0.6820,0.0000,1.0000,0.0000,0.0000,0.7519,410,401,490,464,2,,,,True,0.750,on,green,False,False
1783454650.592,15,green,0.2036,0.6702,0.0000,1.0000,0.0000,0.0000,0.7915,406,396,484,463,2,,,,True,0.730,on,green,False,False
1783454651.989,16,green,0.1723,0.6702,0.0000,1.0000,0.0000,0.0000,0.7828,390,390,467,458,2,,,,True,0.740,on,green,False,False
1783454653.374,17,green,0.1674,0.6676,0.0000,1.0000,0.0000,0.0000,0.8587,388,368,463,436,2,,,,True,0.740,on,green,False,False
1783454654.769,18,green,0.1222,0.6604,0.0000,1.0000,0.0000,0.0000,0.8597,379,403,456,470,2,,,,True,0.720,on,green,False,False
1783454656.104,19,green,0.1026,0.6596,0.0000,1.0000,0.0000,0.0000,0.7966,409,377,485,446,2,,,,True,0.730,on,green,False,False
1783454657.422,20,green,0.1041,0.6520,0.0000,1.0000,0.0000,0.0000,0.8570,457,389,528,453,2,,,,True,0.740,on,green,False,False
1783454658.736,21,green,0.0833,0.6543,0.0000,1.0000,0.0000,0.0000,0.8687,494,389,569,455,2,,,,True,0.730,on,green,False,False
1783454660.537,23,green,0.1481,0.6702,0.0000,1.0000,0.0000,0.0000,0.7163,461,416,543,483,2,,,,True,0.690,on,green,False,False
1783454661.716,24,green,0.2103,0.6818,0.0000,1.0000,0.0000,0.0000,0.8089,608,407,690,478,2,,,,True,0.690,on,green,False,False
1783454663.090,25,green,0.1786,0.6717,0.0000,1.0000,0.0000,0.0000,0.8634,649,404,730,477,2,,,,True,0.710,on,green,False,False
1783454664.897,27,green,0.1984,0.6715,0.0000,1.0000,0.0000,0.0000,0.8632,621,406,704,477,2,,,,True,0.650,on,green,False,False
1783454666.674,29,green,0.1829,0.6822,0.0000,1.0000,0.0000,0.0000,0.8716,656,438,752,524,2,,,,True,0.660,on,green,False,False
1783454667.911,30,green,0.1793,0.6789,0.0000,1.0000,0.0000,0.0000,0.5264,695,470,823,582,2,284.1741,185.1339,145.0000,True,0.660,on,green,False,False
1783454669.022,31,green,0.2803,0.7068,0.0000,1.0000,0.0000,0.0000,0.7903,725,498,867,620,-1,,,,,,unknown,green,False,False
1783454670.255,32,green,0.3882,0.7549,0.0000,0.9659,0.0000,0.0341,0.9375,612,576,770,703,-1,157.3438,169.2188,95.0000,,,unknown,green,False,False
1783454671.540,33,green,0.4664,0.8004,0.0000,0.9670,0.0030,0.0300,0.8744,643,576,805,703,4,174.9464,172.7812,97.0000,,,unknown,green,False,False
1783454672.745,34,green,0.4599,0.7868,0.0000,0.9615,0.0030,0.0355,0.9283,647,596,808,725,4,,,,,,unknown,green,False,False
1783454674.085,35,green,0.4671,0.7876,0.0000,0.9715,0.0015,0.0270,0.9108,638,597,801,727,4,163.8750,173.3214,92.0000,,,unknown,green,False,False
1783454675.803,37,green,0.4615,0.7853,0.0000,0.9757,0.0000,0.0243,0.6810,623,591,786,721,4,159.4286,172.7143,93.0000,True,0.660,on,green,False,False
1783454677.124,38,green,0.4566,0.7863,0.0000,0.9770,0.0015,0.0215,0.9508,614,578,775,707,4,,,,True,0.710,on,green,False,False
1783454678.479,39,green,0.4560,0.7897,0.0000,0.9778,0.0000,0.0222,0.9510,614,582,774,709,4,155.2768,168.1473,93.0000,True,0.720,on,green,False,False
1783454679.663,40,green,0.4316,0.7874,0.0000,0.9873,0.0016,0.0111,0.9177,636,544,797,671,4,175.0179,162.2009,99.0000,True,0.730,on,green,False,False
1783454680.988,41,green,0.4357,0.7879,0.0000,0.9796,0.0000,0.0204,0.6906,640,519,801,647,4,,,,True,0.720,on,green,False,False
1783454682.252,42,green,0.4193,0.7915,0.0000,0.9902,0.0000,0.0098,0.9272,639,519,799,648,4,,,,True,0.770,on,green,False,False
1783454683.471,43,green,0.4447,0.7877,0.0000,0.9952,0.0000,0.0048,0.9355,652,519,812,650,4,180.2500,150.5000,98.0000,True,0.780,on,green,False,False
1783454685.278,45,green,0.4319,0.7838,0.0000,0.9631,0.0000,0.0369,0.9346,683,558,835,690,4,,,,True,0.740,on,green,False,False
1783454686.583,46,green,0.4445,0.7826,0.0000,0.9641,0.0000,0.0359,0.9321,706,547,863,675,4,196.7857,157.3438,95.0000,True,0.730,on,green,False,False
1783454687.911,47,green,0.3642,0.7367,0.0000,0.8536,0.0218,0.1246,0.9154,774,605,926,739,4,,,,True,0.720,on,green,False,False
1783454689.417,48,green,0.2268,0.6973,0.0000,0.9933,0.0067,0.0000,0.9129,790,627,947,762,4,,,,True,0.710,on,green,False,False
1783454690.700,49,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5944,821,659,986,768,4,,,,True,0.750,off,green,False,False
