timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z,blink_is_blinking,blink_hz,blink_phase,target_color,target_blinking,target_match
1782949264.630,51,green,0.0286,0.7985,0.0000,1.0000,0.0000,0.0000,0.5840,625,410,660,441,-1,,,,,,unknown,green,False,False
1782949265.768,52,green,0.5179,0.8527,0.0000,1.0000,0.0000,0.0000,0.7236,631,491,670,527,-1,,,,,,unknown,green,False,False
1782949266.459,52,green,0.5179,0.8527,0.0000,1.0000,0.0000,0.0000,0.5508,628,492,671,528,-1,,,,,,unknown,green,False,False
1782949268.125,54,green,0.2969,0.9084,0.0000,1.0000,0.0000,0.0000,0.7836,631,533,674,572,-1,,,,,,unknown,green,False,False
1782949271.367,60,green,0.1333,0.6975,0.0000,1.0000,0.0000,0.0000,0.7830,671,685,726,727,-1,,,,True,0.360,on,green,False,False
1782949300.337,125,green,0.3417,0.8703,0.0000,1.0000,0.0000,0.0000,0.5942,551,720,611,765,-1,,,,,,unknown,green,False,False
1782949301.465,126,green,0.3590,0.8428,0.0000,1.0000,0.0000,0.0000,0.6676,563,701,619,746,6,,,,,,unknown,green,False,False
1782949302.977,128,green,0.4125,0.8781,0.0000,1.0000,0.0000,0.0000,0.6761,447,711,498,750,-1,,,,,,unknown,green,False,False
1782949304.011,129,green,0.3636,0.8269,0.0000,1.0000,0.0000,0.0000,0.7030,421,713,473,754,7,,,,,,unknown,green,False,False
1782949304.966,130,green,0.3519,0.8387,0.0000,1.0000,0.0000,0.0000,0.5348,505,714,558,758,-1,,,,True,0.480,on,green,False,False
1782949306.112,131,green,0.3248,0.8404,0.0000,1.0000,0.0000,0.0000,0.7016,557,711,611,755,-1,,,,True,0.660,on,green,False,False
1782949316.446,155,green,0.0139,0.9257,0.0000,1.0000,0.0000,0.0000,0.7414,371,512,407,544,-1,,,,,,unknown,green,False,False
1782949318.262,158,green,0.0217,0.8477,0.0000,1.0000,0.0000,0.0000,0.6505,390,542,426,574,-1,,,,,,unknown,green,False,False
1782949319.385,159,green,0.0177,0.8581,0.0000,1.0000,0.0000,0.0000,0.5846,392,525,429,557,11,,,,,,unknown,green,False,False
1782949320.624,160,green,0.0191,0.8696,0.0000,1.0000,0.0000,0.0000,0.8018,391,511,429,544,11,,,,,,unknown,green,False,False
1782949321.772,161,green,0.0159,0.8996,0.0000,1.0000,0.0000,0.0000,0.8114,380,489,418,522,11,,,,,,unknown,green,False,False
1782949323.125,162,green,0.0170,0.8989,0.0000,1.0000,0.0000,0.0000,0.6883,374,463,409,495,11,,,,,,unknown,green,False,False
1782949324.763,164,green,0.0203,0.8630,0.0000,1.0000,0.0000,0.0000,0.6186,466,473,504,508,-1,,,,False,,on,green,False,True
1782949325.485,164,green,0.0208,0.8630,0.0000,1.0000,0.0000,0.0000,0.5226,467,473,504,508,-1,,,,False,,on,green,False,True
1782949326.789,165,green,0.0166,0.8882,0.0000,1.0000,0.0000,0.0000,0.8090,543,461,582,495,-1,,,,False,,on,green,False,True
1782949328.034,166,green,0.0178,0.8426,0.0000,1.0000,0.0000,0.0000,0.7615,546,452,584,486,14,,,,,,unknown,green,False,False
1782949329.101,167,green,0.3393,0.8888,0.0000,1.0000,0.0000,0.0000,0.7212,548,439,584,471,14,,,,,,unknown,green,False,False
1782949330.232,168,green,0.4444,0.8331,0.0000,1.0000,0.0000,0.0000,0.5447,552,419,587,450,-1,,,,False,,on,green,False,True
