timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z
1782242881.227,110,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8857,386,416,496,503,18,,,
1782242882.664,111,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9152,614,410,725,496,18,,,
1782242884.088,112,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8737,564,418,678,509,18,,,
1782242885.653,114,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9408,489,404,602,497,18,158.7054,148.1250,158.0000
1782242887.229,115,green,0.0708,0.6574,0.0000,1.0000,0.0000,0.0000,0.8451,444,378,559,470,18,122.0134,124.0357,151.0000
1782242888.513,116,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9060,372,357,493,454,18,,,
1782242889.813,117,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9546,337,429,460,528,-1,49.7946,151.9375,143.0000
1782242891.613,119,blue,0.0161,0.7310,0.0000,0.0000,1.0000,0.0000,0.6184,264,512,390,617,-1,4.0312,186.5893,129.0000
1782242892.711,120,blue,0.1684,0.7420,0.0000,0.3200,0.3300,0.3500,0.5852,240,603,361,702,-1,-10.6250,218.8750,119.0000
1782242894.215,121,blue,0.1904,0.7634,0.0000,0.2362,0.4173,0.3465,0.5521,41,616,150,713,-1,,,
1782242895.489,122,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5203,476,615,585,702,-1,,,
1782242896.742,123,blue,0.0201,0.6488,0.0000,0.0000,1.0000,0.0000,0.8855,418,650,527,736,23,,,
1782242898.208,124,unknown,0.0705,0.6713,0.0000,0.0000,0.2162,0.7838,0.9553,381,672,485,752,23,,,
1782242899.860,126,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7994,357,531,450,603,-1,,,
1782242901.190,127,green,0.2650,0.7053,0.0000,0.8871,0.0323,0.0806,0.6794,338,533,415,595,-1,,,
1782242902.578,128,blue,0.0245,0.7380,0.0000,0.0000,1.0000,0.0000,0.6238,147,440,216,504,-1,,,
1782242904.714,131,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6508,662,589,735,649,-1,,,
1782242906.886,134,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7549,572,534,648,598,-1,,,
1782242908.265,135,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8938,491,464,570,531,-1,,,
1782242909.665,136,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9434,453,468,530,534,29,,,
1782242911.061,137,green,0.0882,0.6682,0.0000,1.0000,0.0000,0.0000,0.8984,397,458,476,527,29,,,
1782242912.523,138,green,0.1412,0.6757,0.0000,0.9722,0.0000,0.0278,0.8587,358,449,433,513,29,,,
1782242913.890,139,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8294,273,415,348,479,29,,,
1782242915.113,140,green,0.3556,0.7989,0.0000,0.9549,0.0150,0.0301,0.8367,248,494,336,571,-1,,,
