timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z
1782150151.186,81,blue,0.5380,0.8391,0.0048,0.0000,0.9952,0.0000,0.6664,426,373,648,566,5,71.6875,75.6518,74.0000
1782150153.029,84,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7110,444,422,665,615,5,75.2143,89.3571,72.0000
1782150154.151,85,blue,0.4945,0.8280,0.0016,0.0000,0.9984,0.0000,0.8362,431,398,656,596,5,70.6830,81.4598,71.0000
1782150155.592,87,red,0.0030,0.6480,1.0000,0.0000,0.0000,0.0000,0.5498,436,405,667,601,5,72.1875,82.1875,70.0000
1782150156.714,88,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8312,421,399,648,596,5,67.8304,81.4598,71.0000
1782150158.335,90,blue,0.4915,0.8321,0.0016,0.0000,0.9984,0.0000,0.6312,411,393,639,590,5,64.9777,79.5580,71.0000
1782150159.381,91,blue,0.4791,0.8245,0.0041,0.0000,0.9959,0.0000,0.5705,407,391,632,586,5,63.0759,78.6071,71.0000
1782150160.517,92,blue,0.4628,0.8229,0.0025,0.0000,0.9975,0.0000,0.5984,402,392,629,588,5,61.8080,79.2411,71.0000
1782150165.878,104,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8289,401,368,627,566,5,62.3571,72.9643,72.0000
1782150166.931,105,red,0.0019,0.6518,0.8000,0.0000,0.2000,0.0000,0.7959,394,371,617,568,5,59.4643,73.6071,72.0000
1782150168.016,106,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5035,388,378,613,572,5,57.8571,75.5357,72.0000
1782150171.446,113,blue,0.5109,0.8356,0.0047,0.0000,0.9953,0.0000,0.6343,375,388,601,584,5,54.0000,79.0714,72.0000
1782150172.589,114,blue,0.5113,0.8307,0.0047,0.0000,0.9953,0.0000,0.8170,375,393,601,587,5,54.0000,80.3571,72.0000
1782150173.695,115,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8050,374,398,598,592,5,52.6161,80.8259,71.0000
1782150174.719,116,red,0.0033,0.6804,0.7500,0.0000,0.2500,0.0000,0.7418,378,402,601,596,5,53.5670,82.0938,71.0000
1782150175.848,117,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5461,390,403,616,595,5,58.8214,83.2500,72.0000
1782150176.959,118,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8130,406,395,631,591,5,63.6429,81.3214,72.0000
1782150178.053,119,red,0.0023,0.6660,1.0000,0.0000,0.0000,0.0000,0.8186,415,399,645,593,5,67.5000,82.2857,72.0000
1782150179.268,120,blue,0.5125,0.8397,0.0008,0.0000,0.9992,0.0000,0.6060,418,401,648,597,5,67.5134,82.0938,71.0000
1782150180.391,121,blue,0.4992,0.8282,0.0016,0.0000,0.9984,0.0000,0.8166,413,397,644,593,5,65.9286,80.8259,71.0000
1782150181.437,122,blue,0.4743,0.8286,0.0042,0.0000,0.9958,0.0000,0.7373,409,397,639,592,5,65.5714,81.6429,72.0000
1782150182.569,123,blue,0.4849,0.8283,0.0033,0.0000,0.9967,0.0000,0.7704,404,397,632,591,5,62.7589,80.5089,71.0000
1782150183.692,124,blue,0.4903,0.8262,0.0025,0.0000,0.9975,0.0000,0.6839,405,396,632,589,5,62.7589,79.8750,71.0000
1782150184.853,125,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7948,406,394,630,588,5,63.6429,80.6786,72.0000
1782150185.986,126,red,0.0028,0.6538,1.0000,0.0000,0.0000,0.0000,0.7859,405,394,627,589,5,62.1250,79.5580,71.0000
1782150187.122,127,red,0.0028,0.6521,0.8571,0.0000,0.1429,0.0000,0.7503,405,396,628,590,5,62.1250,80.1920,71.0000
1782150188.211,128,blue,0.4874,0.8750,0.0016,0.0000,0.9984,0.0000,0.6376,400,399,625,592,5,60.8571,80.8259,71.0000
1782150189.355,129,blue,0.6103,0.8461,0.0141,0.0000,0.9859,0.0000,0.5616,395,390,620,585,5,60.1071,79.3929,72.0000
1782150190.520,130,blue,0.7559,0.8836,0.0450,0.0000,0.9539,0.0011,0.6034,395,391,621,585,5,60.4286,79.7143,72.0000
1782150191.706,131,blue,0.7182,0.8705,0.0411,0.0000,0.9589,0.0000,0.6780,397,393,623,587,5,61.0714,80.3571,72.0000
1782150192.802,132,red,0.0598,0.6851,0.4527,0.0000,0.5473,0.0000,0.7374,402,394,627,588,5,62.3571,80.6786,72.0000
1782150193.910,133,red,0.0493,0.6862,0.5656,0.0000,0.4344,0.0000,0.6673,401,394,625,590,5,62.0357,81.0000,72.0000
1782150195.072,134,red,0.0105,0.6593,0.5600,0.0000,0.4400,0.0000,0.8380,404,393,626,589,5,62.6786,80.6786,72.0000
1782150196.142,135,red,0.0186,0.6480,0.3478,0.0000,0.6522,0.0000,0.8556,411,392,636,589,5,65.2500,80.3571,72.0000
1782150197.398,136,blue,0.5934,0.8527,0.0244,0.0000,0.9756,0.0000,0.8179,412,392,640,588,5,66.2143,80.3571,72.0000
1782150198.636,137,blue,0.5890,0.8501,0.0103,0.0000,0.9897,0.0000,0.6267,413,392,642,589,5,66.5357,80.3571,72.0000
1782150199.675,138,red,0.0211,0.6515,0.6667,0.0000,0.3333,0.0000,0.8037,417,390,644,588,5,67.5000,80.0357,72.0000
1782150200.750,139,red,0.0214,0.6500,0.6226,0.0000,0.3774,0.0000,0.8519,422,390,648,588,5,69.1071,80.0357,72.0000
1782150201.900,140,red,0.0186,0.6513,0.5652,0.0000,0.4348,0.0000,0.8410,421,391,648,590,5,68.7857,80.3571,72.0000
1782150203.024,141,red,0.0148,0.6594,0.5278,0.0000,0.4722,0.0000,0.8843,420,395,646,593,5,68.4643,81.6429,72.0000
1782150204.111,142,red,0.0226,0.6513,0.3750,0.0000,0.6250,0.0000,0.8985,427,396,653,593,5,70.7143,81.6429,72.0000
1782150205.302,143,red,0.0268,0.6522,0.4783,0.0000,0.5217,0.0000,0.8943,427,398,654,595,5,69.7321,81.1429,71.0000
1782150206.474,144,blue,0.5962,0.8522,0.0250,0.0000,0.9750,0.0000,0.9057,429,396,656,593,5,71.3571,81.6429,72.0000
1782150209.025,149,red,0.0159,0.6525,0.5610,0.0000,0.4390,0.0000,0.7026,417,419,642,615,5,65.3125,86.5625,70.0000
1782150210.207,150,red,0.0214,0.6484,0.5818,0.0000,0.4182,0.0000,0.6457,421,419,645,614,5,66.5625,86.2500,70.0000
1782150211.274,151,blue,0.5693,0.8498,0.0208,0.0000,0.9792,0.0000,0.5961,425,411,651,606,5,69.0982,84.9464,71.0000
1782150212.435,152,blue,0.5801,0.8479,0.0201,0.0000,0.9799,0.0000,0.5275,437,407,665,602,5,73.2188,83.6786,71.0000
1782150213.632,153,blue,0.5688,0.8469,0.0236,0.0000,0.9764,0.0000,0.6307,437,413,665,610,5,72.1875,84.6875,70.0000
1782150214.678,154,blue,0.5632,0.8482,0.0239,0.0000,0.9761,0.0000,0.7770,427,413,656,610,5,70.0491,85.8973,71.0000
1782150215.979,155,blue,0.5767,0.8407,0.0142,0.0000,0.9858,0.0000,0.6691,429,412,656,608,5,69.3750,84.3750,70.0000
1782150218.183,159,red,0.0065,0.6436,0.3750,0.0000,0.6250,0.0000,0.8430,434,452,660,645,5,68.9107,93.5000,68.0000
1782150219.425,160,blue,0.5369,0.8432,0.0038,0.0000,0.9962,0.0000,0.8424,434,492,666,682,5,66.7411,100.6920,65.0000
1782150220.628,161,blue,0.5189,0.8354,0.0048,0.0000,0.9952,0.0000,0.5019,433,458,665,653,5,68.4955,94.2188,67.0000
1782150221.705,162,blue,0.4878,0.8367,0.0048,0.0000,0.9952,0.0000,0.8790,455,447,686,640,5,75.8929,91.9821,68.0000
1782150222.825,163,red,0.0019,0.7020,1.0000,0.0000,0.0000,0.0000,0.6905,449,442,675,634,5,73.4643,90.4643,68.0000
1782150224.808,166,blue,0.4952,0.8305,0.0033,0.0000,0.9967,0.0000,0.5192,452,438,679,632,5,75.4688,90.8705,69.0000
1782150226.584,169,blue,0.4964,0.8355,0.0032,0.0000,0.9968,0.0000,0.7707,450,441,678,634,5,74.0714,90.1607,68.0000
1782150227.865,170,blue,0.5263,0.8363,0.0040,0.0000,0.9960,0.0000,0.5968,444,438,671,633,5,73.0045,90.8705,69.0000
1782150229.069,171,red,0.0465,0.6787,0.6330,0.0000,0.3670,0.0000,0.6403,504,328,735,519,5,100.1116,61.2723,75.0000
1782150230.967,174,red,0.0244,0.6521,0.5000,0.0000,0.5000,0.0000,0.8342,555,373,782,565,5,114.9643,75.6518,74.0000
1782150232.203,175,red,0.0219,0.6526,0.5192,0.0000,0.4808,0.0000,0.7338,557,378,782,571,5,113.7366,76.2589,73.0000
1782150234.668,180,blue,0.5570,0.8415,0.0206,0.0000,0.9794,0.0000,0.7961,562,387,786,582,5,116.9464,80.6071,74.0000
1782150235.955,181,blue,0.5392,0.8411,0.0132,0.0000,0.9868,0.0000,0.6881,536,409,757,604,5,106.2411,86.6875,73.0000
1782150237.005,182,red,0.0088,0.6579,0.5714,0.0000,0.4286,0.0000,0.7059,528,414,747,606,5,103.3080,87.9911,73.0000
