timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z
1782150426.167,108,blue,0.5289,0.8498,0.0122,0.0000,0.9878,0.0000,0.6517,433,363,656,559,1,74.0000,73.0089,74.0000
1782150427.483,109,blue,0.5299,0.8470,0.0095,0.0000,0.9905,0.0000,0.7636,434,365,656,563,1,75.3348,75.0000,75.0000
1782150428.826,110,red,0.0069,0.6489,0.9412,0.0000,0.0588,0.0000,0.7678,434,368,655,565,1,75.0000,75.6696,75.0000
1782150430.129,111,red,0.0038,0.6584,1.0000,0.0000,0.0000,0.0000,0.7009,420,374,639,568,1,69.0446,76.3125,74.0000
1782150435.413,121,blue,0.5514,0.8447,0.0216,0.0000,0.9784,0.0000,0.5770,484,341,704,532,1,91.7411,65.6250,75.0000
1782150436.790,122,red,0.0054,0.6649,1.0000,0.0000,0.0000,0.0000,0.5707,491,345,713,539,1,93.1607,66.7321,74.0000
1782150437.978,123,red,0.0065,0.6578,1.0000,0.0000,0.0000,0.0000,0.6856,497,343,720,536,1,94.5000,65.2969,73.5000
1782150439.272,124,blue,0.5158,0.8388,0.0138,0.0000,0.9862,0.0000,0.5690,497,342,721,537,1,95.4732,65.7411,74.0000
1782150441.191,126,red,0.0054,0.6567,1.0000,0.0000,0.0000,0.0000,0.6090,491,348,712,542,1,94.0848,68.6384,75.0000
1782150443.674,130,red,0.0093,0.6636,1.0000,0.0000,0.0000,0.0000,0.5219,464,354,690,549,1,84.9018,69.7054,74.0000
1782150446.369,134,blue,0.5105,0.8421,0.0158,0.0000,0.9842,0.0000,0.6677,437,352,663,544,1,75.9821,68.7143,74.0000
1782150449.574,139,blue,0.5247,0.8432,0.0133,0.0000,0.9867,0.0000,0.8239,435,368,660,566,1,76.0045,76.0045,75.0000
1782150455.941,151,blue,0.5439,0.8477,0.0148,0.0000,0.9852,0.0000,0.5113,406,362,634,555,1,66.0714,72.0179,74.0000
1782150459.869,158,red,0.0057,0.6571,1.0000,0.0000,0.0000,0.0000,0.7491,419,368,646,566,1,69.0893,73.9777,73.0000
1782150461.000,159,red,0.0028,0.6627,1.0000,0.0000,0.0000,0.0000,0.5289,423,370,649,566,1,70.3929,74.3036,73.0000
1782150464.057,164,blue,0.4891,0.8387,0.0143,0.0000,0.9857,0.0000,0.5459,434,388,651,581,1,72.3482,79.5179,73.0000
1782150465.827,166,red,0.0043,0.6364,1.0000,0.0000,0.0000,0.0000,0.7032,423,376,647,572,1,70.0670,76.2589,73.0000
1782150477.020,190,red,0.0020,0.6361,1.0000,0.0000,0.0000,0.0000,0.6285,438,379,664,574,1,75.2812,76.9107,73.0000
1782150493.060,225,red,0.0126,0.6651,1.0000,0.0000,0.0000,0.0000,0.5093,481,316,703,508,-1,93.5000,59.1250,77.0000
1782150495.434,229,blue,0.5455,0.8468,0.0197,0.0000,0.9803,0.0000,0.6836,481,342,702,533,-1,91.9464,66.8393,76.0000
1782150496.857,230,blue,0.5388,0.8409,0.0156,0.0000,0.9844,0.0000,0.7711,481,348,703,540,3,92.2857,69.2143,76.0000
1782150498.398,232,blue,0.4667,0.8270,0.0009,0.0000,0.9991,0.0000,0.7354,446,419,666,611,3,76.9107,89.6205,73.0000
1782150499.818,233,blue,0.4717,0.8251,0.0018,0.0000,0.9982,0.0000,0.7184,443,423,666,614,3,76.2589,90.5982,73.0000
1782150501.520,235,blue,0.4884,0.8207,0.0009,0.0000,0.9991,0.0000,0.6929,439,429,662,619,3,73.9286,91.2857,72.0000
1782150504.951,240,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5450,439,428,661,618,3,73.9286,90.9643,72.0000
1782150507.241,243,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5208,445,430,662,618,3,74.8929,91.2857,72.0000
1782150508.505,244,blue,0.4595,0.8233,0.0000,0.0000,1.0000,0.0000,0.7455,445,428,664,619,3,75.2143,90.9643,72.0000
1782150509.826,245,blue,0.4545,0.8211,0.0028,0.0000,0.9972,0.0000,0.8139,444,427,664,618,3,75.2143,90.6429,72.0000
1782150511.252,246,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5751,445,426,664,617,3,75.2143,90.3214,72.0000
1782150512.439,247,blue,0.4667,0.8220,0.0009,0.0000,0.9991,0.0000,0.7764,446,425,665,615,3,76.5848,91.2500,73.0000
1782150513.783,248,blue,0.4574,0.8244,0.0009,0.0000,0.9991,0.0000,0.7829,446,420,666,612,3,76.9107,89.9464,73.0000
1782150515.214,249,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6957,445,422,665,614,3,76.5848,90.5982,73.0000
1782150516.399,250,blue,0.4580,0.8276,0.0009,0.0000,0.9991,0.0000,0.6978,443,418,664,611,3,75.9330,89.2946,73.0000
1782150517.794,251,blue,0.4560,0.8247,0.0000,0.0000,1.0000,0.0000,0.6454,447,416,666,608,3,76.9107,88.6429,73.0000
1782150519.173,252,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5553,447,416,667,607,3,77.2366,88.3170,73.0000
1782150520.444,253,blue,0.4726,0.8280,0.0009,0.0000,0.9991,0.0000,0.6036,447,415,667,606,3,77.2366,87.9911,73.0000
1782150521.934,254,blue,0.4633,0.8252,0.0000,0.0000,1.0000,0.0000,0.5823,447,416,667,606,3,77.2366,88.3170,73.0000
1782150523.710,256,blue,0.4671,0.8279,0.0000,0.0000,1.0000,0.0000,0.5991,447,417,666,606,3,76.9107,88.3170,73.0000
1782150530.164,268,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5792,439,395,657,588,3,75.3214,82.9196,74.0000
1782150532.571,271,blue,0.4681,0.8274,0.0017,0.0000,0.9983,0.0000,0.7472,411,409,640,611,3,63.1473,83.1696,69.0000
1782150535.832,276,blue,0.4542,0.8259,0.0033,0.0000,0.9967,0.0000,0.5985,426,405,655,603,3,68.7500,82.5000,70.0000
1782150537.225,277,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7345,426,403,655,600,3,68.7500,81.5625,70.0000
1782150538.831,278,blue,0.4487,0.8266,0.0017,0.0000,0.9983,0.0000,0.8442,425,402,655,599,3,68.7500,81.2500,70.0000
1782150540.111,279,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6888,426,391,654,588,3,69.7321,78.9241,71.0000
1782150541.588,280,red,0.0023,0.6484,1.0000,0.0000,0.0000,0.0000,0.7039,437,377,665,574,3,73.2188,74.4866,71.0000
1782150543.838,283,blue,0.4666,0.8405,0.0126,0.0000,0.9874,0.0000,0.5486,444,361,670,563,3,76.1786,71.3571,72.0000
