timestamp,frame,color,color_confidence,intensity,vote_red,vote_green,vote_blue,vote_other,det_confidence,x1,y1,x2,y2,tracking_id,pos3d_x,pos3d_y,pos3d_z
1782242967.474,3,white,0.2941,0.9337,0.0000,0.0000,0.0000,0.0000,0.7176,372,335,453,402,-1,,,
1782242968.865,4,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6927,375,334,452,400,1,,,
1782242970.679,5,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5830,375,334,451,399,1,,,
1782242971.958,6,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5420,375,334,450,399,1,,,
1782242973.806,7,blue,0.5898,0.7917,0.0000,0.0000,1.0000,0.0000,0.7934,375,334,451,399,1,,,
1782242975.154,8,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5225,375,334,451,399,1,,,
1782242976.776,9,blue,0.5898,0.7890,0.0000,0.0000,1.0000,0.0000,0.7789,375,334,451,399,1,,,
1782242979.004,11,blue,0.5859,0.7846,0.0000,0.0000,1.0000,0.0000,0.7712,376,334,451,399,1,,,
1782242980.724,12,blue,0.5156,0.7907,0.0000,0.0000,1.0000,0.0000,0.7710,376,334,451,399,1,,,
1782242982.774,14,blue,0.5121,0.7848,0.0000,0.0000,1.0000,0.0000,0.7718,376,334,451,398,1,,,
1782242985.189,16,blue,0.5331,0.7823,0.0000,0.0000,1.0000,0.0000,0.7599,376,334,451,398,1,,,
1782242986.667,17,blue,0.5331,0.7803,0.0000,0.0000,1.0000,0.0000,0.7577,376,334,451,398,1,,,
1782242989.404,19,blue,0.5294,0.7696,0.0000,0.0000,1.0000,0.0000,0.7430,376,334,451,398,1,,,
1782242990.973,20,blue,0.5221,0.7740,0.0000,0.0000,1.0000,0.0000,0.7558,376,334,451,398,1,,,
1782242994.126,23,blue,0.5547,0.7693,0.0000,0.0000,1.0000,0.0000,0.7402,376,334,451,397,1,,,
1782242996.237,24,blue,0.5352,0.7746,0.0000,0.0000,1.0000,0.0000,0.7401,376,334,451,397,1,,,
1782242997.855,25,blue,0.5234,0.7730,0.0000,0.0000,1.0000,0.0000,0.7343,376,334,451,397,1,,,
1782243000.446,27,blue,0.5078,0.7691,0.0000,0.0000,1.0000,0.0000,0.7385,376,334,451,397,1,,,
1782243002.082,28,blue,0.5273,0.7723,0.0000,0.0000,1.0000,0.0000,0.7462,376,334,451,397,1,,,
1782243005.101,30,blue,0.4816,0.7741,0.0000,0.0000,1.0000,0.0000,0.7396,376,334,451,397,1,,,
1782243007.459,31,blue,0.4533,0.7794,0.0000,0.0000,1.0000,0.0000,0.7348,376,334,451,397,1,,,
1782243009.879,32,blue,0.4743,0.7659,0.0000,0.0000,1.0000,0.0000,0.7406,376,334,450,397,1,,,
1782243012.566,34,blue,0.5195,0.7667,0.0000,0.0000,1.0000,0.0000,0.7540,376,334,450,396,1,,,
1782243015.323,35,blue,0.4743,0.7610,0.0000,0.0000,1.0000,0.0000,0.7258,376,334,450,397,1,,,
1782243018.014,36,blue,0.4883,0.7620,0.0000,0.0000,1.0000,0.0000,0.7338,376,334,451,397,1,,,
1782243020.301,37,unknown,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6989,304,402,387,469,-1,,,
